session_key,checkbox,index,question,experiment_name,date
7982d,"[['4'], ['8'], ['9'], ['27'], ['34']]",10,,LDAEXP315,2021-12-15 12:48:17.171773
7982d,"[['9'], ['13'], ['17'], ['20']]",17,,LDAEXP315,2021-12-15 12:48:29.162382
7982d,"[['1'], ['27']]",12,,LDAEXP315,2021-12-15 12:48:44.199399
7982d,"[['0'], ['12']]",13,,LDAEXP315,2021-12-15 12:49:00.993929
7982d,"[['5'], ['14'], ['15'], ['16'], ['18']]",32,,LDAEXP315,2021-12-15 12:49:17.581180
7982d,"[['4'], ['7'], ['10'], ['15'], ['18'], ['22']]",22,,LDAEXP315,2021-12-15 12:49:32.715886
7982d,"[['4'], ['10'], ['14'], ['16'], ['28'], ['34'], ['40']]",28,,LDAEXP315,2021-12-15 12:49:49.016445
7982d,"[['14'], ['21'], ['33']]",19,,LDAEXP315,2021-12-15 12:50:03.011521
7982d,"[['3'], ['11'], ['12'], ['15'], ['23']]",31,,LDAEXP315,2021-12-15 12:50:18.934842
7982d,"[['9'], ['14']]",26,,LDAEXP315,2021-12-15 12:50:30.399544
7982d,"[['7'], ['14'], ['17'], ['19'], ['34']]",29,,LDAEXP315,2021-12-15 12:50:46.713935
7982d,"[['6'], ['9'], ['18'], ['25'], ['29'], ['31']]",30,,LDAEXP315,2021-12-15 12:51:03.621167
7982d,[['10']],23,,LDAEXP315,2021-12-15 12:51:13.013794
7982d,"[['2'], ['7'], ['8'], ['9']]",20,,LDAEXP315,2021-12-15 12:51:31.338827
7982d,"[['10'], ['11'], ['12']]",27,,LDAEXP315,2021-12-15 12:51:48.416690
7982d,[],33,,LDAEXP315,2021-12-15 12:52:05.387793
7982d,"[['8'], ['12'], ['13'], ['14'], ['22'], ['24'], ['29']]",18,,LDAEXP315,2021-12-15 12:52:22.134937
7982d,"[['6'], ['15'], ['21']]",25,,LDAEXP315,2021-12-15 12:52:37.171779
7982d,"[['6'], ['19'], ['35'], ['45']]",21,,LDAEXP315,2021-12-15 12:52:52.972356
7982d,"[['5'], ['15']]",24,,LDAEXP315,2021-12-15 12:53:06.028242
7982d,"[['5'], ['14'], ['22']]",35,,LDAEXP315,2021-12-15 12:53:19.602352
7982d,"[['4'], ['8'], ['9'], ['13'], ['28'], ['32'], ['33'], ['34']]",37,,LDAEXP315,2021-12-15 12:53:35.503510
7982d,"[['0'], ['8'], ['9'], ['18'], ['22'], ['23'], ['24'], ['25'], ['26'], ['27']]",36,,LDAEXP315,2021-12-15 12:53:51.275885
7982d,"[['24'], ['35']]",34,,LDAEXP315,2021-12-15 12:54:07.215504
7982d,"[['13'], ['14'], ['30']]",39,,LDAEXP315,2021-12-15 12:54:23.763816
7982d,"[['10'], ['18'], ['22'], ['28']]",40,,LDAEXP315,2021-12-15 12:54:37.193359
7982d,"[['15'], ['16'], ['29'], ['30'], ['31'], ['37']]",38,,LDAEXP315,2021-12-15 12:54:54.976136
7982d,"[['15'], ['36'], ['39']]",41,,LDAEXP315,2021-12-15 12:55:12.574196
7982d,"[['0'], ['1'], ['2']]",0,,LDAEXP315,2021-12-15 13:16:29.492645
7982d,"[['0'], ['1']]",1,,LDAEXP315,2021-12-15 13:16:54.732083
7982d,"[['0'], ['1'], ['2']]",12,,LDAEXP315,2021-12-15 13:17:09.863404
7982d,"[['0'], ['1'], ['2'], ['3']]",11,,LDAEXP315,2021-12-15 13:17:32.229999
7982d,"[['0'], ['1'], ['2'], ['3'], ['4']]",10,,LDAEXP315,2021-12-15 13:17:53.763948
4f859,"[['1'], ['13'], ['16']]",0,,LDAEXP315,2021-12-15 13:39:07.452760
4f859,"[['12'], ['19'], ['25']]",1,,LDAEXP315,2021-12-15 13:39:28.787946
4f859,"[['6'], ['13'], ['21'], ['25']]",3,,LDAEXP315,2021-12-15 13:39:44.810857
4f859,"[['9'], ['24'], ['35'], ['45']]",34,,LDAEXP315,2021-12-15 13:40:02.918975
4f859,"[['5'], ['14'], ['22']]",35,,LDAEXP315,2021-12-15 13:40:18.105402
4f859,"[['13'], ['28'], ['32'], ['33'], ['34']]",37,,LDAEXP315,2021-12-15 13:40:39.804128
4f859,"[['9'], ['11'], ['19'], ['24'], ['25']]",2,,LDAEXP315,2021-12-15 13:40:55.060405
4f859,"[['7'], ['16'], ['26']]",4,,LDAEXP315,2021-12-15 13:41:09.985858
4f859,"[['16'], ['26'], ['28']]",5,,LDAEXP315,2021-12-15 13:41:26.143904
4f859,"[['3'], ['6'], ['18'], ['20'], ['29']]",7,,LDAEXP315,2021-12-15 13:41:43.818941
4f859,"[['4'], ['9'], ['15'], ['17']]",8,,LDAEXP315,2021-12-15 13:41:54.525982
4f859,"[['10'], ['20'], ['40']]",6,,LDAEXP315,2021-12-15 13:42:09.108833
4f859,"[['8'], ['9'], ['18'], ['23']]",36,,LDAEXP315,2021-12-15 13:42:25.337982
4f859,"[['13'], ['14'], ['19'], ['30']]",39,,LDAEXP315,2021-12-15 13:42:44.683730
4f859,"[['1'], ['25'], ['36'], ['39']]",41,,LDAEXP315,2021-12-15 13:43:03.474593
4f859,"[['22'], ['24'], ['27'], ['29'], ['30'], ['37']]",38,,LDAEXP315,2021-12-15 13:43:22.650553
4f859,"[['3'], ['9'], ['15'], ['22'], ['30'], ['31']]",9,,LDAEXP315,2021-12-15 13:43:41.075039
4f859,"[['3'], ['6'], ['15'], ['23'], ['29']]",11,,LDAEXP315,2021-12-15 13:43:58.452436
4f859,"[['4'], ['17'], ['20'], ['27'], ['34'], ['37']]",10,,LDAEXP315,2021-12-15 13:44:15.166465
4f859,"[['33'], ['36']]",12,,LDAEXP315,2021-12-15 13:44:30.248297
4f859,"[['10'], ['17'], ['18'], ['22']]",40,,LDAEXP315,2021-12-15 13:44:44.743419
4f859,"[['5'], ['13'], ['22'], ['30']]",13,,LDAEXP315,2021-12-15 13:45:02.748384
4f859,"[['6'], ['8'], ['23'], ['25'], ['27'], ['29'], ['35']]",15,,LDAEXP315,2021-12-15 13:45:18.239458
4f859,"[['14'], ['15'], ['27']]",16,,LDAEXP315,2021-12-15 13:45:30.255743
4f859,"[['13'], ['20']]",17,,LDAEXP315,2021-12-15 13:45:43.839045
4f859,"[['6'], ['23'], ['25'], ['29'], ['37']]",14,,LDAEXP315,2021-12-15 13:46:00.730653
4f859,"[['12'], ['14'], ['21'], ['26']]",19,,LDAEXP315,2021-12-15 13:46:15.039175
4f859,"[['6'], ['19'], ['35'], ['45']]",21,,LDAEXP315,2021-12-15 13:46:31.450665
4f859,"[['8'], ['14'], ['22'], ['24']]",18,,LDAEXP315,2021-12-15 13:46:48.275126
4f859,"[['7'], ['9'], ['31'], ['47']]",20,,LDAEXP315,2021-12-15 13:47:04.740630
4f859,"[['6'], ['15']]",25,,LDAEXP315,2021-12-15 13:47:19.740799
4f859,"[['4'], ['7'], ['10'], ['15'], ['18'], ['22']]",22,,LDAEXP315,2021-12-15 13:47:36.079859
4f859,"[['5'], ['8'], ['15'], ['21']]",24,,LDAEXP315,2021-12-15 13:47:50.529294
4f859,[['10']],23,,LDAEXP315,2021-12-15 13:48:02.428588
4f859,"[['3'], ['7'], ['15'], ['18'], ['23'], ['30']]",31,,LDAEXP315,2021-12-15 13:48:18.055440
4f859,"[['4'], ['14'], ['16'], ['19'], ['28'], ['40']]",28,,LDAEXP315,2021-12-15 13:48:35.505139
4f859,"[['10'], ['11'], ['12'], ['15'], ['19'], ['30']]",27,,LDAEXP315,2021-12-15 13:48:53.211554
4f859,"[['7'], ['9'], ['13'], ['16'], ['19'], ['29']]",29,,LDAEXP315,2021-12-15 13:49:11.738295
4f859,"[['0'], ['2'], ['18'], ['25']]",32,,LDAEXP315,2021-12-15 13:49:28.981568
4f859,"[['1'], ['4'], ['9'], ['14']]",26,,LDAEXP315,2021-12-15 13:49:42.361529
4f859,"[['12'], ['15'], ['20'], ['31']]",33,,LDAEXP315,2021-12-15 13:50:01.927112
4f859,"[['6'], ['9'], ['18'], ['21'], ['25'], ['29'], ['31']]",30,,LDAEXP315,2021-12-15 13:50:19.378303
1c105,"[['0'], ['2'], ['10'], ['16'], ['19'], ['24'], ['29']]",0,,LDAEXP315,2021-12-17 09:38:14.545611
1c105,"[['2'], ['7'], ['15'], ['18'], ['21'], ['26']]",1,,LDAEXP315,2021-12-17 09:38:35.959846
1c105,"[['1'], ['3'], ['8'], ['11'], ['12'], ['14'], ['31'], ['39'], ['45'], ['48']]",14,,LDAEXP315,2021-12-17 09:38:55.395822
1c105,"[['1'], ['11'], ['15'], ['31'], ['48']]",12,,LDAEXP315,2021-12-17 09:39:16.498627
1c105,"[['0'], ['3'], ['10'], ['17'], ['21'], ['26'], ['31']]",2,,LDAEXP315,2021-12-17 09:44:03.612477
3a9ec,"[['0'], ['7'], ['20'], ['21'], ['22']]",0,,LDAEXP315,2021-12-17 13:01:18.018187
cf0ad,"[['0'], ['29']]",0,,LDAEXP315,2021-12-17 13:09:01.482987
5787a,"[['1'], ['13'], ['16']]",0,,LDAEXP315,2021-12-19 10:09:53.247311
5787a,"[['12'], ['19'], ['25']]",1,,LDAEXP315,2021-12-19 10:10:15.990439
5787a,"[['18'], ['22']]",40,,LDAEXP315,2021-12-19 10:10:30.764145
5787a,"[['6'], ['14'], ['25']]",3,,LDAEXP315,2021-12-19 10:10:46.057835
5787a,"[['6'], ['18'], ['30'], ['35']]",21,,LDAEXP315,2021-12-19 10:11:01.737437
5787a,"[['4'], ['10'], ['14'], ['28'], ['40']]",28,,LDAEXP315,2021-12-19 10:11:18.697655
5787a,"[['0'], ['2'], ['5'], ['7'], ['18'], ['25']]",32,,LDAEXP315,2021-12-19 10:11:36.387010
5787a,"[['8'], ['11'], ['24']]",18,,LDAEXP315,2021-12-19 10:11:52.917610
5787a,[['4']],8,,LDAEXP315,2021-12-19 10:12:03.787293
5787a,[['12']],31,,LDAEXP315,2021-12-19 10:12:20.017651
5787a,"[['4'], ['20'], ['34']]",10,,LDAEXP315,2021-12-19 10:12:36.289759
5787a,"[['7'], ['27']]",5,,LDAEXP315,2021-12-19 10:12:51.771718
5787a,"[['3'], ['11'], ['23']]",11,,LDAEXP315,2021-12-19 10:13:08.138032
5787a,"[['3'], ['6'], ['20'], ['31']]",7,,LDAEXP315,2021-12-19 10:13:25.663833
5787a,"[['5'], ['15'], ['21']]",24,,LDAEXP315,2021-12-19 10:13:38.774341
5787a,[['12']],33,,LDAEXP315,2021-12-19 10:13:57.534112
5787a,"[['9'], ['11']]",2,,LDAEXP315,2021-12-19 10:14:12.413490
5787a,[['14']],16,,LDAEXP315,2021-12-19 10:15:20.808271
5787a,"[['24'], ['35']]",34,,LDAEXP315,2021-12-19 10:15:36.856398
5787a,[['20']],6,,LDAEXP315,2021-12-19 10:15:51.239689
5787a,[['10']],23,,LDAEXP315,2021-12-19 10:16:01.005125
5787a,"[['12'], ['30']]",13,,LDAEXP315,2021-12-19 10:16:18.254546
5787a,"[['6'], ['10'], ['25'], ['37']]",14,,LDAEXP315,2021-12-19 10:16:34.541656
5787a,"[['4'], ['7'], ['10'], ['15'], ['18']]",22,,LDAEXP315,2021-12-19 10:16:50.346262
5787a,"[['4'], ['6'], ['13']]",37,,LDAEXP315,2021-12-19 10:17:06.379554
5787a,"[['9'], ['19']]",17,,LDAEXP315,2021-12-19 10:17:18.899966
5787a,"[['2'], ['7']]",20,,LDAEXP315,2021-12-19 10:17:34.073128
5787a,"[['3'], ['6'], ['12'], ['25']]",15,,LDAEXP315,2021-12-19 10:17:49.915052
5787a,"[['1'], ['11'], ['34'], ['40']]",12,,LDAEXP315,2021-12-19 10:18:05.380932
5787a,"[['10'], ['12'], ['19']]",27,,LDAEXP315,2021-12-19 10:18:21.221812
5787a,"[['1'], ['4'], ['6'], ['14']]",26,,LDAEXP315,2021-12-19 10:18:33.030697
5787a,"[['2'], ['9'], ['31']]",9,,LDAEXP315,2021-12-19 10:18:49.730437
5787a,"[['16'], ['26']]",4,,LDAEXP315,2021-12-19 10:19:02.939676
5787a,"[['0'], ['8'], ['23']]",36,,LDAEXP315,2021-12-19 10:19:18.767475
5787a,"[['22'], ['24'], ['27'], ['29']]",38,,LDAEXP315,2021-12-19 10:20:04.104121
5787a,"[['18'], ['22'], ['25'], ['29'], ['31']]",30,,LDAEXP315,2021-12-19 10:20:27.300639
5787a,[['14']],19,,LDAEXP315,2021-12-19 10:20:41.681264
5787a,"[['8'], ['13'], ['30']]",39,,LDAEXP315,2021-12-19 10:20:58.567488
5787a,"[['5'], ['14'], ['22']]",35,,LDAEXP315,2021-12-19 10:21:12.057467
5787a,"[['1'], ['15'], ['26'], ['39'], ['41']]",41,,LDAEXP315,2021-12-19 10:21:29.424522
5787a,"[['9'], ['13'], ['16'], ['19'], ['29']]",29,,LDAEXP315,2021-12-19 10:21:46.105298
5787a,"[['6'], ['15'], ['21']]",25,,LDAEXP315,2021-12-19 10:22:01.490857
33aa2,"[['1'], ['13']]",0,,LDAEXP315,2021-12-19 11:28:11.506969
33aa2,"[['12'], ['19'], ['25']]",1,,LDAEXP315,2021-12-19 11:28:30.030753
33aa2,"[['12'], ['31']]",33,,LDAEXP315,2021-12-19 11:28:46.467702
33aa2,"[['4'], ['14'], ['15']]",8,,LDAEXP315,2021-12-19 11:28:57.340439
33aa2,[],23,,LDAEXP315,2021-12-19 11:29:07.218753
33aa2,"[['6'], ['18'], ['31']]",30,,LDAEXP315,2021-12-19 11:29:24.947948
33aa2,"[['9'], ['11'], ['15'], ['19']]",2,,LDAEXP315,2021-12-19 11:29:39.780803
33aa2,"[['2'], ['7'], ['8'], ['30']]",20,,LDAEXP315,2021-12-19 11:29:55.538365
33aa2,"[['14'], ['15']]",16,,LDAEXP315,2021-12-19 11:30:07.235772
33aa2,"[['5'], ['9'], ['20']]",17,,LDAEXP315,2021-12-19 11:30:19.426575
33aa2,"[['6'], ['18'], ['34'], ['42']]",21,,LDAEXP315,2021-12-19 11:30:35.489308
33aa2,"[['9'], ['34']]",12,,LDAEXP315,2021-12-19 11:30:50.776386
33aa2,"[['13'], ['28'], ['32'], ['33']]",37,,LDAEXP315,2021-12-19 11:31:07.565142
33aa2,"[['5'], ['22']]",35,,LDAEXP315,2021-12-19 11:31:21.629304
33aa2,[['21']],3,,LDAEXP315,2021-12-19 11:31:37.034111
33aa2,"[['7'], ['26'], ['28']]",5,,LDAEXP315,2021-12-19 11:31:52.815809
33aa2,"[['20'], ['34'], ['37']]",10,,LDAEXP315,2021-12-19 11:32:08.846560
33aa2,"[['12'], ['14']]",19,,LDAEXP315,2021-12-19 11:32:23.182829
33aa2,"[['0'], ['3'], ['5'], ['18'], ['26']]",32,,LDAEXP315,2021-12-19 11:32:40.281622
33aa2,"[['0'], ['8'], ['9'], ['23'], ['25']]",36,,LDAEXP315,2021-12-19 11:32:57.340447
33aa2,"[['10'], ['12'], ['30']]",27,,LDAEXP315,2021-12-19 11:33:13.553028
33aa2,"[['3'], ['23'], ['25'], ['27']]",15,,LDAEXP315,2021-12-19 11:33:29.070482
33aa2,"[['7'], ['12'], ['22'], ['23'], ['24'], ['35'], ['37']]",18,,LDAEXP315,2021-12-19 11:33:46.055309
33aa2,[],31,,LDAEXP315,2021-12-19 11:34:02.441959
33aa2,"[['1'], ['15'], ['26'], ['35']]",41,,LDAEXP315,2021-12-19 11:34:20.539519
33aa2,"[['22'], ['24'], ['29'], ['31']]",38,,LDAEXP315,2021-12-19 11:34:39.022723
33aa2,"[['2'], ['9'], ['12'], ['30']]",9,,LDAEXP315,2021-12-19 11:34:56.168133
33aa2,"[['6'], ['15']]",25,,LDAEXP315,2021-12-19 11:35:11.621581
33aa2,"[['4'], ['7'], ['10'], ['15'], ['18'], ['22']]",22,,LDAEXP315,2021-12-19 11:35:27.490603
33aa2,"[['1'], ['9']]",26,,LDAEXP315,2021-12-19 11:35:39.838608
33aa2,"[['7'], ['9'], ['13'], ['19'], ['26'], ['29']]",29,,LDAEXP315,2021-12-19 11:35:56.939242
33aa2,"[['13'], ['14'], ['30']]",39,,LDAEXP315,2021-12-19 11:36:13.785886
33aa2,"[['3'], ['19'], ['20'], ['29'], ['30']]",7,,LDAEXP315,2021-12-19 11:36:30.698350
33aa2,"[['9'], ['24'], ['35'], ['45']]",34,,LDAEXP315,2021-12-19 11:36:46.565707
33aa2,"[['4'], ['10'], ['14'], ['16'], ['28']]",28,,LDAEXP315,2021-12-19 11:37:03.656210
33aa2,"[['20'], ['37'], ['38']]",6,,LDAEXP315,2021-12-19 11:37:18.755859
33aa2,"[['0'], ['22'], ['34']]",13,,LDAEXP315,2021-12-19 11:37:35.899987
33aa2,"[['16'], ['25'], ['27']]",4,,LDAEXP315,2021-12-19 11:37:49.178664
33aa2,"[['5'], ['8'], ['15'], ['21']]",24,,LDAEXP315,2021-12-19 11:38:02.507078
33aa2,"[['3'], ['5'], ['13'], ['15'], ['23'], ['29']]",11,,LDAEXP315,2021-12-19 11:38:18.955694
33aa2,"[['18'], ['22'], ['28']]",40,,LDAEXP315,2021-12-19 11:38:32.598205
33aa2,"[['6'], ['15'], ['23'], ['25']]",14,,LDAEXP315,2021-12-19 11:38:49.090818
166d0,[['13']],0,,LDAEXP315,2021-12-20 08:53:37.116052
166d0,"[['5'], ['12'], ['19']]",1,,LDAEXP315,2021-12-20 08:53:56.257009
166d0,"[['7'], ['13'], ['19'], ['29']]",29,,LDAEXP315,2021-12-20 08:54:15.660703
166d0,[['5']],13,,LDAEXP315,2021-12-20 08:54:34.015236
166d0,[],12,,LDAEXP315,2021-12-20 08:54:49.968173
166d0,"[['6'], ['15'], ['26']]",25,,LDAEXP315,2021-12-20 08:55:06.695484
166d0,"[['12'], ['15'], ['32']]",19,,LDAEXP315,2021-12-20 08:55:21.975766
166d0,"[['4'], ['15'], ['18'], ['22']]",22,,LDAEXP315,2021-12-20 08:55:37.615743
166d0,"[['10'], ['14']]",28,,LDAEXP315,2021-12-20 08:55:54.686818
166d0,"[['9'], ['11']]",2,,LDAEXP315,2021-12-20 08:56:10.230674
166d0,[['14']],39,,LDAEXP315,2021-12-20 08:56:27.770997
166d0,[['31']],9,,LDAEXP315,2021-12-20 08:56:44.730518
166d0,"[['2'], ['15']]",16,,LDAEXP315,2021-12-20 08:56:56.216158
166d0,[['24']],34,,LDAEXP315,2021-12-20 08:57:12.215077
166d0,"[['5'], ['19']]",21,,LDAEXP315,2021-12-20 08:57:28.255844
166d0,[['25']],14,,LDAEXP315,2021-12-20 08:57:49.765204
166d0,"[['14'], ['23']]",35,,LDAEXP315,2021-12-20 08:58:03.570951
06233,"[['1'], ['3'], ['7']]",0,,LDAEXP315,2021-12-20 08:58:09.733977
166d0,[['10']],23,,LDAEXP315,2021-12-20 08:58:13.613649
166d0,[],3,,LDAEXP315,2021-12-20 08:58:28.955502
06233,"[['12'], ['19'], ['25'], ['28']]",1,,LDAEXP315,2021-12-20 08:58:29.481405
166d0,"[['10'], ['18'], ['22']]",40,,LDAEXP315,2021-12-20 08:58:42.876068
06233,"[['0'], ['12'], ['21']]",19,,LDAEXP315,2021-12-20 08:58:52.001915
166d0,"[['7'], ['15'], ['18']]",31,,LDAEXP315,2021-12-20 08:58:58.995906
9b6b0,"[['3'], ['13']]",0,,LDAEXP315,2021-12-20 08:59:03.394169
06233,"[['4'], ['8'], ['13'], ['28']]",37,,LDAEXP315,2021-12-20 08:59:14.578623
166d0,"[['9'], ['18'], ['31']]",30,,LDAEXP315,2021-12-20 08:59:16.043658
9b6b0,"[['5'], ['10'], ['12'], ['19'], ['25']]",1,,LDAEXP315,2021-12-20 08:59:23.442134
166d0,[['4']],8,,LDAEXP315,2021-12-20 08:59:26.991294
9b6b0,"[['8'], ['21']]",24,,LDAEXP315,2021-12-20 08:59:39.168341
166d0,"[['15'], ['29'], ['37']]",38,,LDAEXP315,2021-12-20 08:59:45.315243
9b6b0,"[['6'], ['13'], ['21'], ['24']]",3,,LDAEXP315,2021-12-20 08:59:58.192593
166d0,[['12']],33,,LDAEXP315,2021-12-20 09:00:01.576077
9b6b0,"[['6'], ['23'], ['25']]",15,,LDAEXP315,2021-12-20 09:00:17.222305
166d0,"[['1'], ['15'], ['26']]",41,,LDAEXP315,2021-12-20 09:00:19.355222
166d0,[],17,,LDAEXP315,2021-12-20 09:00:31.778047
9b6b0,"[['9'], ['15'], ['22'], ['30']]",9,,LDAEXP315,2021-12-20 09:00:34.771196
9b6b0,"[['5'], ['10']]",23,,LDAEXP315,2021-12-20 09:00:45.502703
166d0,[['6']],11,,LDAEXP315,2021-12-20 09:00:48.700543
166d0,[['21']],24,,LDAEXP315,2021-12-20 09:01:02.220834
9b6b0,"[['4'], ['15'], ['18'], ['22']]",22,,LDAEXP315,2021-12-20 09:01:02.477173
166d0,[['16']],4,,LDAEXP315,2021-12-20 09:01:15.735638
9b6b0,"[['6'], ['15'], ['20'], ['25'], ['30'], ['36']]",14,,LDAEXP315,2021-12-20 09:01:18.626151
166d0,[['4']],10,,LDAEXP315,2021-12-20 09:01:32.158226
9b6b0,"[['4'], ['11'], ['17'], ['23'], ['27'], ['34'], ['37']]",10,,LDAEXP315,2021-12-20 09:01:35.965019
166d0,[['18']],32,,LDAEXP315,2021-12-20 09:01:48.910342
9b6b0,"[['6'], ['12'], ['14'], ['21'], ['33']]",19,,LDAEXP315,2021-12-20 09:01:50.144900
166d0,"[['14'], ['22']]",18,,LDAEXP315,2021-12-20 09:02:05.455329
9b6b0,"[['6'], ['15'], ['26']]",25,,LDAEXP315,2021-12-20 09:02:08.385649
166d0,[['28']],5,,LDAEXP315,2021-12-20 09:02:21.050662
9b6b0,"[['4'], ['9'], ['20'], ['29']]",6,,LDAEXP315,2021-12-20 09:02:23.158863
166d0,[['9']],36,,LDAEXP315,2021-12-20 09:02:37.297344
9b6b0,"[['3'], ['16'], ['29']]",7,,LDAEXP315,2021-12-20 09:02:40.388369
9b6b0,"[['4'], ['9'], ['14']]",8,,LDAEXP315,2021-12-20 09:02:51.674675
166d0,[],37,,LDAEXP315,2021-12-20 09:02:54.006131
9b6b0,"[['9'], ['13'], ['17']]",17,,LDAEXP315,2021-12-20 09:03:04.267081
166d0,"[['6'], ['12'], ['29']]",15,,LDAEXP315,2021-12-20 09:03:09.415539
9b6b0,"[['7'], ['16'], ['26']]",4,,LDAEXP315,2021-12-20 09:03:17.974749
166d0,"[['4'], ['20']]",6,,LDAEXP315,2021-12-20 09:03:24.329868
9b6b0,"[['14'], ['22'], ['23'], ['35']]",18,,LDAEXP315,2021-12-20 09:03:35.998407
166d0,"[['3'], ['18']]",20,,LDAEXP315,2021-12-20 09:03:39.955689
9b6b0,"[['5'], ['12'], ['22']]",13,,LDAEXP315,2021-12-20 09:03:53.085111
166d0,[['20']],7,,LDAEXP315,2021-12-20 09:03:57.130623
9b6b0,"[['2'], ['15']]",16,,LDAEXP315,2021-12-20 09:04:05.032618
166d0,"[['12'], ['19'], ['30']]",27,,LDAEXP315,2021-12-20 09:04:13.576169
9b6b0,"[['9'], ['27'], ['40']]",12,,LDAEXP315,2021-12-20 09:04:20.943566
166d0,[],26,,LDAEXP315,2021-12-20 09:04:25.204826
9b6b0,"[['6'], ['15'], ['29']]",11,,LDAEXP315,2021-12-20 09:04:37.584814
9b6b0,"[['7'], ['17'], ['30']]",20,,LDAEXP315,2021-12-20 09:04:52.814451
9b6b0,"[['6'], ['19'], ['35']]",21,,LDAEXP315,2021-12-20 09:05:08.738186
9b6b0,"[['0'], ['7'], ['13'], ['17'], ['26']]",5,,LDAEXP315,2021-12-20 09:05:24.026795
9b6b0,"[['4'], ['10'], ['12'], ['15'], ['19']]",27,,LDAEXP315,2021-12-20 09:05:40.917142
9b6b0,"[['9'], ['19']]",2,,LDAEXP315,2021-12-20 09:05:55.577456
2130a,"[['13'], ['16']]",0,,LDAEXP315,2021-12-20 09:05:56.858584
9b6b0,"[['6'], ['14']]",26,,LDAEXP315,2021-12-20 09:06:08.405005
2130a,"[['12'], ['19'], ['25'], ['27']]",1,,LDAEXP315,2021-12-20 09:06:18.738408
9b6b0,"[['4'], ['14'], ['19'], ['28'], ['34'], ['40']]",28,,LDAEXP315,2021-12-20 09:06:25.179224
2130a,"[['25'], ['36']]",41,,LDAEXP315,2021-12-20 09:06:37.698579
9b6b0,"[['7'], ['13'], ['16'], ['19'], ['26'], ['29']]",29,,LDAEXP315,2021-12-20 09:06:42.364869
2130a,"[['24'], ['35'], ['45']]",34,,LDAEXP315,2021-12-20 09:06:54.129430
9b6b0,"[['12'], ['20'], ['31']]",33,,LDAEXP315,2021-12-20 09:06:58.270529
2130a,"[['4'], ['7'], ['13'], ['28']]",37,,LDAEXP315,2021-12-20 09:07:10.438461
9b6b0,"[['6'], ['9'], ['18'], ['26'], ['31']]",30,,LDAEXP315,2021-12-20 09:07:14.912340
2130a,"[['5'], ['14']]",35,,LDAEXP315,2021-12-20 09:07:25.177999
9b6b0,"[['3'], ['7'], ['15'], ['18'], ['26']]",31,,LDAEXP315,2021-12-20 09:07:30.863893
2130a,"[['20'], ['38']]",6,,LDAEXP315,2021-12-20 09:07:39.848432
9b6b0,"[['5'], ['14'], ['18'], ['25']]",32,,LDAEXP315,2021-12-20 09:07:47.024483
2130a,[['19']],7,,LDAEXP315,2021-12-20 09:07:56.647968
9b6b0,"[['9'], ['24'], ['35'], ['45']]",34,,LDAEXP315,2021-12-20 09:08:02.187118
2130a,[['18']],40,,LDAEXP315,2021-12-20 09:08:13.107862
8c27c,"[['1'], ['13']]",0,,LDAEXP315,2021-12-20 09:08:16.354017
9b6b0,"[['0'], ['8'], ['18'], ['23']]",36,,LDAEXP315,2021-12-20 09:08:17.912617
2130a,"[['0'], ['8'], ['18'], ['22'], ['23']]",36,,LDAEXP315,2021-12-20 09:08:30.328155
9b6b0,"[['5'], ['14'], ['22']]",35,,LDAEXP315,2021-12-20 09:08:31.208366
8c27c,"[['12'], ['19'], ['25']]",1,,LDAEXP315,2021-12-20 09:08:35.812973
2130a,"[['8'], ['14'], ['22']]",18,,LDAEXP315,2021-12-20 09:08:46.888159
9b6b0,"[['4'], ['13'], ['24'], ['28']]",37,,LDAEXP315,2021-12-20 09:08:47.148492
8c27c,"[['6'], ['13'], ['21'], ['22'], ['25'], ['34']]",3,,LDAEXP315,2021-12-20 09:08:51.600376
9b6b0,"[['13'], ['23'], ['27'], ['29'], ['37']]",38,,LDAEXP315,2021-12-20 09:09:04.606630
2130a,"[['22'], ['27']]",38,,LDAEXP315,2021-12-20 09:09:04.716139
8c27c,"[['7'], ['12'], ['15'], ['18'], ['21']]",31,,LDAEXP315,2021-12-20 09:09:09.008618
9b6b0,"[['8'], ['14'], ['19'], ['30']]",39,,LDAEXP315,2021-12-20 09:09:21.558429
2130a,"[['13'], ['19'], ['30']]",39,,LDAEXP315,2021-12-20 09:09:21.688282
8c27c,"[['5'], ['6'], ['18'], ['19'], ['34'], ['35']]",21,,LDAEXP315,2021-12-20 09:09:25.306580
2130a,"[['0'], ['4'], ['10'], ['17']]",8,,LDAEXP315,2021-12-20 09:09:33.008338
9b6b0,"[['10'], ['18'], ['22'], ['28']]",40,,LDAEXP315,2021-12-20 09:09:34.582588
8c27c,"[['5'], ['14'], ['22']]",35,,LDAEXP315,2021-12-20 09:09:38.342494
2130a,"[['1'], ['7'], ['11']]",20,,LDAEXP315,2021-12-20 09:09:48.218583
9b6b0,"[['14'], ['15'], ['25'], ['36'], ['39']]",41,,LDAEXP315,2021-12-20 09:09:52.144539
8c27c,"[['0'], ['7'], ['17'], ['26'], ['28'], ['32'], ['33']]",5,,LDAEXP315,2021-12-20 09:09:54.512895
2130a,"[['22'], ['30']]",21,,LDAEXP315,2021-12-20 09:10:05.650660
8c27c,"[['4'], ['7'], ['10'], ['15'], ['18'], ['22']]",22,,LDAEXP315,2021-12-20 09:10:10.521356
